El tanque de guerra	Tank	Vehículo blindado pesado diseñado para el combate terrestre, generalmente armado con cañones y ametralladoras.	Tanque blindado, tanque de asalto, tanque militar.																					
El comandante	Commander	Oficial superior encargado de liderar y supervisar operaciones militares y de gestionar tropas en el campo de batalla.	Comandante de unidad, comandante de batallón, comandante del ejército.																					
La brigada	Brigade	Gran unidad militar compuesta por varias unidades de combate, generalmente con un rango de entre 1,500 y 5,000 soldados.	Brigada de combate, brigada de infantería, brigada blindada.																					
El batallón	Battalion	Unidad militar compuesta por varios cientos de soldados, generalmente organizada para tareas de combate y defensa.	Batallón de infantería, batallón de tanques, batallón de artillería.																					
La escuadra	Squad	La unidad más pequeña del ejército, generalmente formada por 8 a 12 soldados bajo el mando de un sargento.	Escuadra de combate, escuadra de patrullaje, escuadra de intervención.																					
La artillería	Artillery	Rama del ejército que maneja armas pesadas de largo alcance, como cañones, obuses y lanzacohetes, usadas en el apoyo de combate.	Artillería pesada, unidad de artillería, apoyo de artillería.																					
El camión militar	Military truck	Vehículo utilizado para el transporte de tropas, suministros o equipo pesado en el campo de batalla.	Camión de suministros, camión blindado, camión de carga militar.																					
El helicóptero de transporte	Transport helicopter	Helicóptero utilizado para mover tropas, suministros o equipo a áreas de combate.	Helicóptero de carga, helicóptero de despliegue, helicóptero militar.																					
El avión de transporte	Transport aircraft	Aeronave utilizada para transportar tropas, vehículos o equipos hacia áreas de combate.	Avión de transporte militar, avión de carga, aeronave de despliegue.																					
El uniforme militar	Military uniform	Ropa estándar utilizada por los soldados, diseñada para el combate o para la identificación en operaciones militares.	Uniforme de combate, uniforme de gala, uniforme táctico.																					
El cuartel	Barracks	Instalación donde los soldados viven y se entrenan durante su servicio.	Cuartel militar, cuartel de instrucción, cuartel general.																					
La misión	Mission	Tarea o conjunto de tareas asignadas a un grupo militar con un objetivo específico, como una operación de combate o rescate.	Misión de combate, misión de rescate, misión de patrullaje.																					
El francotirador	Sniper	Soldado especializado en disparos de precisión a largas distancias para eliminar objetivos clave.	Francotirador de élite, francotirador militar, francotirador de combate.																					
El ejército de reserva	Reserve army	Soldados que no forman parte del servicio activo pero que pueden ser llamados para servir en situaciones de emergencia o guerra.	Ejército de reserva nacional, movilización del ejército de reserva, reserva militar.																					
Militar	Military	Relativo a las fuerzas armadas o a las actividades relacionadas con la guerra y la defensa.	Fuerzas militares, entrenamiento militar, equipo militar.																					
Blindado	Armored	Relativo a vehículos o equipos que están protegidos con materiales resistentes para resistir disparos o explosiones.	Vehículo blindado, unidad blindada, tanque blindado.																					
Pesado	Heavy	Relativo a equipos, vehículos o armas que tienen un gran peso y son más robustos.	Equipo pesado, artillería pesada, camión pesado.																					
Táctico	Tactical	Relativo a las operaciones militares que requieren estrategias detalladas y específicas en el campo de batalla.	Operación táctica, equipo táctico, movimiento táctico.																					
De combate	Combat	Relativo a las acciones y equipos involucrados directamente en los enfrentamientos de guerra.	Fuerzas de combate, entrenamiento de combate, operaciones de combate.																					
Rápido	Fast	Relativo a la capacidad de moverse o actuar rápidamente, a menudo necesario en las operaciones militares.	Despliegue rápido, respuesta rápida, avión rápido.																					
De apoyo	Support	Relativo a las unidades y recursos que ayudan directamente en las misiones de combate, como la logística y la provisión de municiones.	Unidad de apoyo, fuerzas de apoyo, misión de apoyo.																					
De intervención	Intervention	Relativo a las operaciones realizadas para intervenir en un conflicto o crisis, a menudo de forma rápida y decisiva.	Fuerzas de intervención, misión de intervención, despliegue de intervención.																					
De asalto	Assault	Relativo a las operaciones militares que implican un ataque directo, generalmente desde el mar o el aire hacia el objetivo enemigo.	Fuerzas de asalto, equipo de asalto, misión de asalto.																					
Defensivo	Defensive	Relativo a las tácticas y operaciones diseñadas para proteger una zona o posición de ataques enemigos.	Estrategia defensiva, defensa de la base, operación defensiva.																					
Anfibio	Amphibious	Relativo a las operaciones militares que se realizan tanto en el agua como en tierra.	Operación anfibia, vehículo anfibio, ataque anfibio.																					
De evacuación	Evacuation	Relativo a las misiones de retirar tropas o civiles de zonas de combate o peligro.	Misión de evacuación, unidad de evacuación, helicóptero de evacuación.																					
Atacar	To attack	Realizar un asalto a un objetivo enemigo utilizando fuerzas y tácticas militares.	Atacar al enemigo, ataque militar, ataque aéreo.																					
Defender	To defend	Proteger una posición o territorio de un ataque enemigo utilizando tropas y recursos estratégicos.	Defender la base, defender el país, defensa nacional.																					
Patrullar	To patrol	Realizar vigilancia de una zona o área para asegurar la seguridad y detectar amenazas.	Patrullar las fronteras, patrullaje nocturno, patrullar el área.																					
Desplegar	To deploy	Enviar tropas o equipos a una zona determinada para llevar a cabo una misión o intervención.	Desplegar tropas, desplegar equipos, despliegue de fuerzas.																					
Rescatar	To rescue	Liberar o evacuar a personas o soldados que están en peligro o atrapados en una situación crítica.	Rescatar a los heridos, rescatar prisioneros, operación de rescate.																					
Infiltrar	To infiltrate	Introducir a un soldado o unidad dentro de las líneas enemigas para obtener información o realizar una misión secreta.	Infiltrar las líneas enemigas, misión de infiltración, infiltración de unidades.																					
Luchar	To fight	Participar en un enfrentamiento armado contra un enemigo en el campo de batalla.	Luchar contra el enemigo, luchar en combate, lucha en el frente.																					
Ejecutar	To execute	Llevar a cabo una operación o misión, siguiendo un plan táctico.	Ejecutar la misión, ejecutar un ataque, ejecutar la estrategia.																					
Transportar	To transport	Llevar tropas, suministros o equipos a una zona de operaciones mediante vehículos, aeronaves o barcos.	Transportar suministros, transportar tropas, transporte militar.																					
Vigilar	To surveil	Realizar tareas de monitoreo y observación para detectar actividades sospechosas o amenazas.	Vigilar el perímetro, vigilar al enemigo, vigilancia constante.																					
Comandar	To command	Dirigir y controlar las operaciones y tropas de una unidad militar en el campo de batalla.	Comandar las tropas, comandar el batallón, comando militar.																					
Destruir	To destroy	Aniquilar o neutralizar un objetivo enemigo, ya sea material o personal, mediante ataques militares.	Destruir una base, destruir vehículos enemigos, destruir infraestructura.																					
La guardia costera	The Coast Guard	Rama de las fuerzas armadas encargada de la protección de las aguas territoriales, la prevención de la piratería, la búsqueda y rescate en el mar, y la defensa de las costas.	Guardia costera nacional, fuerzas de la guardia costera, patrullaje de la guardia costera.																					
El guardacostas	Coast guard	Persona o miembro de la Guardia Costera, encargado de proteger las costas, intervenir en actividades ilegales y realizar rescates.	Guardacostas en servicio, operativo de guardacostas, patrullero guardacostas.																					
El patrullero	Patrol boat	Embarcación utilizada por la Guardia Costera para realizar patrullas de vigilancia y control en las aguas cercanas a las costas.	Patrullero de la guardia costera, patrullero rápido, patrullero marítimo.																					
La embarcación de rescate	Rescue boat	Pequeña embarcación utilizada para rescatar personas en situaciones de emergencia en el mar.	Embarcación de rescate en alta mar, embarcación de rescate marítimo, misión de rescate.																					
El helicóptero de rescate	Rescue helicopter	Helicóptero especializado en operaciones de rescate en el mar o en zonas costeras.	Helicóptero de rescate de la guardia costera, rescate aéreo, misión de rescate.																					
La estación costera	Coast guard station	Instalación de la Guardia Costera desde donde se coordinan las operaciones de rescate, patrullaje y defensa.	Estación de la guardia costera, estación de rescate, base costera.																					
El faro	Lighthouse	Estructura elevada en la costa que emite luz para guiar a los barcos en la navegación y evitar accidentes.	Faro marítimo, torre del faro, faro de alerta.																					
El equipo de buceo	Diving team	Unidad especializada en la búsqueda y rescate en el agua, generalmente utilizada en situaciones de naufragios o accidentes en el mar.	Equipo de buceo de rescate, buzos de la guardia costera, operación de buceo.																					
El socorrista	Rescuer	Persona encargada de rescatar a personas en peligro en el mar, generalmente entrenada en primeros auxilios y rescate acuático.	Socorrista de la guardia costera, equipo de socorristas, socorrista de emergencias.																					
El rescate en el mar	Sea rescue	Operación de búsqueda y salvamento de personas o embarcaciones en peligro en el mar o en áreas cercanas a las costas.	Operación de rescate en el mar, misión de rescate, rescate acuático.																					
El sistema de navegación	Navigation system	Tecnología utilizada por la Guardia Costera y las embarcaciones para orientar y coordinar operaciones en el mar.	Sistema de navegación marítimo, tecnología de navegación, navegación en tiempo real.																					
La vigilancia costera	Coastal surveillance	Actividad de monitoreo y patrullaje de las costas y aguas cercanas para detectar actividades ilegales o situaciones de emergencia.	Vigilancia costera continua, patrullaje costero, vigilancia en la zona marítima.																					
Costero	Coastal	Relativo a las costas, el mar cercano y las actividades de la Guardia Costera.	Patrullaje costero, seguridad costera, vigilancia costera.																					
Marítimo	Maritime	Relativo al mar y las actividades que se desarrollan en él, incluyendo la navegación y la seguridad.	Seguridad marítima, patrullaje marítimo, operación marítima.																					
De rescate	Rescue	Relativo a las actividades y operaciones relacionadas con el salvamento y la ayuda en emergencias.	Misión de rescate, operación de rescate, equipo de rescate.																					
De vigilancia	Surveillance	Relativo a las operaciones de monitoreo, observación y control de las actividades en las costas y en el mar.	Vigilancia costera, sistema de vigilancia, vigilancia en el agua.																					
Rápido	Fast	Relativo a la capacidad de las embarcaciones y equipos para moverse rápidamente en situaciones de emergencia o persecución.	Barco rápido, patrullero rápido, respuesta rápida.																					
Blindado	Armored	Relativo a los vehículos o embarcaciones que tienen una capa de protección contra impactos, utilizado en operaciones de combate o seguridad.	Embarcación blindada, patrullero blindado, vehículo blindado de la guardia costera.																					
Antidrogas	Anti-drug	Relativo a las operaciones destinadas a prevenir el tráfico de drogas por mar.	Operación antidrogas, patrullaje antidrogas, fuerza antidrogas marítima.																					
De intervención	Intervention	Relativo a las acciones de intervención para detener actividades ilegales o rescatar personas en peligro.	Fuerzas de intervención, equipo de intervención, misión de intervención.																					
De patrullaje	Patrol	Relativo a las actividades de vigilancia y monitoreo para detectar y prevenir amenazas o situaciones de emergencia.	Patrullaje costero, patrullaje marítimo, patrullaje en alta mar.																					
De seguridad	Security	Relativo a las operaciones y actividades enfocadas en garantizar la protección de las costas y del tráfico marítimo.	Seguridad marítima, seguridad costera, patrullaje de seguridad.																					
Rescatar	To rescue	Realizar operaciones para salvar a personas o embarcaciones en peligro en el mar.	Rescatar a náufragos, rescatar una embarcación, rescate de emergencia.																					
Patrullar	To patrol	Realizar recorridos de vigilancia y control sobre las costas o en el mar para detectar amenazas o realizar rescates.	Patrullar el mar, patrullar la costa, patrullaje de seguridad.																					
Intervenir	To intervene	Tomar acciones para detener actividades ilegales, como el contrabando o el tráfico de drogas, o para asistir en emergencias.	Intervenir en operaciones ilegales, intervención en el mar, intervención costera.																					
Monitorear	To monitor	Vigilar continuamente el espacio marítimo o las actividades de las embarcaciones para garantizar la seguridad y la legalidad.	Monitorear el tráfico marítimo, monitorear la costa, sistema de monitoreo.																					
Vigilar	To surveil	Observar de forma continua un área para detectar cualquier amenaza o actividad sospechosa.	Vigilar la costa, vigilar el área marítima, vigilar el tráfico de drogas.																					
Detener	To stop	Impedir que una embarcación o actividad continúe, ya sea para realizar un rescate o para interrumpir actividades ilegales.	Detener un barco, detener el tráfico ilegal, detener una embarcación sospechosa.																					
Resguardar	To safeguard	Proteger o asegurar un área marítima, las costas o una embarcación contra amenazas externas o riesgos.	Resguardar la costa, resguardar las embarcaciones, resguardar el puerto.																					
Auxiliar	To assist	Brindar ayuda a personas, embarcaciones o aeronaves en dificultades o situaciones de emergencia.	Auxiliar en el rescate, auxiliar a los náufragos, asistencia marítima.																					
Interceptar	To intercept	Detener o desviar el curso de una embarcación o aeronave para evitar que llegue a su destino o para realizar una inspección.	Interceptar un barco, interceptar drogas, interceptación de embarcaciones.																					
Buscar	To search	Realizar una exploración para localizar personas, objetos o embarcaciones desaparecidas o en peligro.	Buscar en el mar, búsqueda y rescate, buscar una embarcación perdida.																					
Lanzar	To launch	Enviar al mar o al aire, usualmente en situaciones de rescate o para iniciar operaciones de vigilancia o combate.	Lanzar un operativo, lanzar una operación de rescate, lanzar patrullas aéreas.																					
Detener	To stop	Impedir que una actividad continúe, ya sea para rescatar o para abordar actividades ilegales.	Detener tráfico ilegal, detener una operación, detener el transporte de drogas.																					
El terrorismo	Terrorism	Uso de la violencia y el miedo, generalmente con fines políticos, para intimidar a gobiernos o a la población.	Actos de terrorismo, terrorismo internacional, lucha contra el terrorismo.																					
El terrorista	Terrorist	Persona que participa en actividades de terrorismo, usando violencia para lograr fines políticos o ideológicos.	Grupo terrorista, acto de terrorismo, detenido por terrorismo.																					
La célula terrorista	Terrorist cell	Grupo organizado de individuos dentro de una organización terrorista que realiza actividades clandestinas.	Célula terrorista en Europa, desmantelar células terroristas, investigación de células terroristas.																					
La radicalización	Radicalization	Proceso en el que una persona adopta puntos de vista extremistas, generalmente relacionados con el terrorismo.	Radicalización ideológica, lucha contra la radicalización, prevención de la radicalización.																					
El atentado	Attack	Acción deliberada de causar daño, destrucción o muerte a través de la violencia, a menudo asociado con terrorismo.	Atentado terrorista, atentado suicida, atentado en la ciudad.																					
La bomba	Bomb	Dispositivo explosivo utilizado en ataques terroristas para causar destrucción y muerte.	Bomba de tiempo, bomba suicida, atentado con bomba.																					
El secuestro	Kidnapping	Acción de capturar y retener a una persona contra su voluntad, generalmente con fines de negociación o intimidación.	Secuestro de rehenes, secuestro terrorista, secuestro político.																					
La amenaza	Threat	Declaración o acción que indica la intención de causar daño, destrucción o muerte, típicamente de un grupo terrorista.	Amenaza terrorista, amenaza de bomba, amenaza de atentado.																					
El extremismo	Extremism	Ideología o comportamiento que adopta posturas radicales y violentas para promover un cambio social o político.	Extremismo religioso, extremismo político, grupos extremistas.																					
La ideología extremista	Extremist ideology	Sistema de creencias que promueve el uso de la violencia para lograr objetivos políticos o religiosos radicales.	Ideología extremista islamista, ideología extremista política, lucha contra la ideología extremista.																					
El terrorismo internacional	International terrorism	Terrorismo que afecta o involucra a varios países o tiene un impacto global.	Lucha contra el terrorismo internacional, organizaciones de terrorismo internacional, redes de terrorismo global.																					
La guerra contra el terrorismo	War on terrorism	Conjunto de estrategias y operaciones implementadas por gobiernos y organizaciones internacionales para erradicar el terrorismo.	Guerra contra el terrorismo global, estrategias contra el terrorismo, lucha contra el extremismo.																					
El terrorismo de Estado	State terrorism	Uso de la violencia por parte de un gobierno para intimidar y controlar a su población o a naciones extranjeras.	Terrorismo de Estado en dictaduras, represión por terrorismo de Estado, acusaciones de terrorismo de Estado.																					
El radicalismo religioso	Religious radicalism	Creencias extremistas y violentas adoptadas en el contexto de religiones, que justifican la violencia como medio para alcanzar objetivos divinos.	Radicalismo religioso islámico, grupos de radicalismo religioso, lucha contra el radicalismo religioso.																					
La vigilancia de seguridad	Security surveillance	Monitoreo de actividades y personas para detectar y prevenir actos de terrorismo.	Vigilancia de seguridad internacional, vigilancia por terrorismo, monitoreo de actividades terroristas.																					
Terrorista	Terrorist	Relativo al terrorismo o a los grupos que lo practican.	Grupo terrorista, actividad terrorista, ataque terrorista.																					
Extremista	Extremist	Relativo a las ideologías o comportamientos radicales que promueven la violencia.	Ideología extremista, grupo extremista, postura extremista.																					
Violento	Violent	Relativo al uso de la violencia para alcanzar un fin político o ideológico.	Acción violenta, grupo violento, atentado violento.																					
Suicida	Suicide	Relativo a un tipo de ataque donde el atacante se sacrifica para lograr sus objetivos, como en los atentados suicidas.	Atentado suicida, terrorista suicida, ataque suicida.																					
Radical	Radical	Relativo a los movimientos o ideas que defienden cambios drásticos o violentos, especialmente en el ámbito político o religioso.	Movimientos radicales, ideologías radicales, grupo radical.																					
Secreto	Secret	Relativo a las actividades que se realizan de manera clandestina, con el fin de evitar la detección.	Operación secreta, células secretas, acción secreta.																					
Global	Global	Relativo a los efectos, impactos o acciones que tienen una dimensión internacional.	Terrorismo global, lucha contra el terrorismo global, seguridad global.																					
Preventivo	Preventive	Relativo a las acciones destinadas a evitar el terrorismo antes de que ocurra.	Estrategias preventivas, medidas preventivas, operaciones preventivas.																					
Religioso	Religious	Relativo a las creencias y prácticas de una religión, a menudo relacionado con el extremismo religioso.	Terrorismo religioso, fanatismo religioso, radicalismo religioso.																					
Militar	Military	Relativo a las fuerzas armadas, involucradas en la lucha contra el terrorismo mediante acciones directas o indirectas.	Operaciones militares, intervención militar, estrategia militar.																					
Anti-terrorista	Anti-terrorist	Relativo a las acciones y medidas diseñadas para prevenir, detectar o eliminar el terrorismo.	Fuerzas anti-terroristas, operaciones anti-terroristas, estrategia anti-terrorista.																					
Urgente	Urgent	Relativo a la necesidad de actuar rápidamente para prevenir o reaccionar ante un acto terrorista.	Acción urgente, respuesta urgente, intervención urgente.																					
Encubierto	Covert	Relativo a las operaciones realizadas en secreto para obtener información sobre las actividades terroristas.	Operación encubierta, misión encubierta, agente encubierto.																					
Atacar	To attack	Realizar un ataque con el objetivo de causar daño, muerte o destrucción, típicamente en el contexto de terrorismo.	Atacar con bombas, atacar a civiles, ataque terrorista.																					
Desmantelar	To dismantle	Eliminar o deshacer una organización o red terrorista, generalmente por medio de investigaciones y operaciones de seguridad.	Desmantelar una célula terrorista, desmantelar redes terroristas, desmantelar operaciones ilegales.																					
Interrumpir	To disrupt	Impedir que un acto de terrorismo tenga lugar o que una red terrorista opere eficazmente.	Interrumpir una operación, interrumpir el tráfico de armas, interrumpir una célula.																					
Capturar	To capture	Atrapear a un terrorista o miembro de una red terrorista, generalmente para ser juzgado o interrogado.	Capturar a un terrorista, capturar a un líder, captura de extremistas.																					
Vigilar	To surveil	Observar y monitorear a personas, grupos o áreas de interés para prevenir actividades terroristas.	Vigilar una célula, vigilar áreas sospechosas, vigilancia aérea.																					
Prevenir	To prevent	Tomar medidas antes de que ocurran actos de terrorismo, para minimizar riesgos y daños.	Prevenir ataques, prevenir atentados, prevenir la radicalización.																					
Infiltrar	To infiltrate	Introducir agentes o informantes dentro de organizaciones terroristas para obtener información y detenerlos.	Infiltrar una célula, infiltración en grupos terroristas, agente infiltrado.																					
Reprimir	To suppress	Impedir la actividad de grupos terroristas o extremistas mediante el uso de la fuerza o medidas preventivas.	Reprimir un levantamiento, reprimir actividades terroristas, reprimir el extremismo.																					
Destruir	To destroy	Eliminar o neutralizar un objetivo, como una célula terrorista o una infraestructura usada para actividades terroristas.	Destruir una célula, destruir bombas, destruir material terrorista.																					
Interrogar	To interrogate	Realizar preguntas a detenidos o sospechosos de actividades terroristas para obtener información.	Interrogar a un sospechoso, interrogar a un prisionero, interrogatorio militar.																					
Capturar	To seize	Tomar control de un área o recursos, especialmente en el contexto de operaciones antiterroristas.	Capturar armas, capturar información, capturar líderes terroristas.																					
Negociar	To negotiate	Participar en conversaciones para resolver una situación de secuestro o crisis, con el objetivo de evitar más violencia.	Negociar la liberación de rehenes, negociar con terroristas, negociación de rescate.																					
La proliferación nuclear	Nuclear proliferation	Expansión y aumento en el número de países o entidades que desarrollan, adquieren o producen armas nucleares.	Proliferación nuclear global, control de la proliferación nuclear, amenazas de proliferación nuclear.																					
La no proliferación nuclear	Nuclear non-proliferation	Política y esfuerzos internacionales para prevenir la expansión de armas nucleares y limitar su desarrollo a determinados países.	Tratado de no proliferación nuclear, acuerdo de no proliferación, medidas de no proliferación nuclear.																					
El Tratado de No Proliferación Nuclear (TNP)	Nuclear Non-Proliferation Treaty (NPT)	Acuerdo internacional destinado a prevenir la expansión de armas nucleares y promover el desarme nuclear.	TNP, firmar el Tratado de No Proliferación, adherirse al Tratado de No Proliferación.																					
La bomba nuclear	Nuclear bomb	Arma que utiliza reacciones nucleares (fisión o fusión) para liberar enormes cantidades de energía destructiva.	Bomba nuclear de hidrógeno, pruebas de bombas nucleares, ataque con bomba nuclear.																					
El desarme nuclear	Nuclear disarmament	Proceso mediante el cual los países acuerdan reducir o eliminar sus arsenales nucleares.	Desarme nuclear global, desarme nuclear multilateral, esfuerzos de desarme nuclear.																					
El enriquecimiento de uranio	Uranium enrichment	Proceso mediante el cual el uranio se procesa para aumentar la concentración de isótopos útiles para la fabricación de armas nucleares o combustible nuclear.	Enriquecimiento de uranio para armas, enriquecimiento de uranio encentrado, enriquecimiento para uso civil.																					
El plutonio	Plutonium	Elemento radiactivo utilizado como material para la fabricación de armas nucleares debido a su capacidad de sustentar una reacción nuclear.	Plutonio para armas nucleares, plutonio enriquecido, investigaciones sobre plutonio.																					
El arma nuclear	Nuclear weapon	Cualquier tipo de dispositivo que utiliza reacciones nucleares para liberar energía destructiva, generalmente en forma de explosiones masivas.	Arma nuclear estratégica, desarrollo de armas nucleares, proliferación de armas nucleares.																					
La energía nuclear	Nuclear energy	Forma de energía que se obtiene a través de reacciones nucleares, utilizada tanto en la generación de electricidad como en la producción de armas.	Energía nuclear civil, plantas de energía nuclear, aplicaciones de energía nuclear.																					
La diplomacia nuclear	Nuclear diplomacy	Esfuerzos diplomáticos para prevenir la proliferación de armas nucleares, promoviendo acuerdos internacionales y controles.	Diplomacia nuclear internacional, acuerdos de diplomacia nuclear, negociaciones nucleares.																					
La inspección nuclear	Nuclear inspection	Proceso de revisión y monitoreo de las instalaciones nucleares de un país para asegurar que no se estén desarrollando armas nucleares.	Inspección de instalaciones nucleares, acuerdo de inspección nuclear, inspección internacional de armas nucleares.																					
El acuerdo de desarme	Disarmament agreement	Acuerdo entre naciones para reducir o eliminar armamento, incluidos los arsenales nucleares, con el objetivo de promover la paz y la seguridad.	Acuerdo de desarme nuclear, acuerdo de control de armas, acuerdo de desarme global.																					
La proliferación de misiles	Missile proliferation	Expansión de misiles balísticos y otros misiles capaces de transportar armas nucleares, facilitando su uso en conflicto.	Proliferación de misiles nucleares, misiles de largo alcance, control de misiles nucleares.																					
La seguridad nuclear	Nuclear security	Protección de materiales nucleares y facilidades para evitar el robo o el uso indebido de armas nucleares.	Seguridad nuclear internacional, medidas de seguridad nuclear, programas de seguridad nuclear.																					
Nuclear	Nuclear	Relativo a la energía nuclear, las armas nucleares o los materiales nucleares.	Energía nuclear, armas nucleares, pruebas nucleares.																					
Desarmamentista	Disarmament	Relativo a los esfuerzos o principios de eliminar armas, especialmente armas nucleares.	Acuerdo desarmamentista, movimiento desarmamentista, tratado desarmamentista.																					
Proliferante	Proliferating	Relativo a la expansión o aumento en el número de armas nucleares o países que las desarrollan.	Amenaza proliferante, estado proliferante, problema proliferante.																					
Multilateral	Multilateral	Relativo a acuerdos o esfuerzos que involucran a varios países trabajando juntos en temas globales, como el control de armas.	Acuerdo multilateral, tratado multilateral, negociaciones multilaterales.																					
Estratégico	Strategic	Relativo a la planificación y el uso de fuerzas nucleares con fines militares o defensivos a nivel global.	Arma nuclear estratégica, defensa estratégica, disuasión estratégica.																					
Regulador	Regulatory	Relativo a las normas y regulaciones diseñadas para controlar el uso de materiales nucleares y prevenir su proliferación.	Sistema regulador nuclear, medidas regulatorias, control regulador.																					
Vulnerable	Vulnerable	Relativo a la exposición a riesgos o ataques, especialmente en contextos de seguridad nuclear.	Instalación nuclear vulnerable, estado vulnerable a ataques, vulnerabilidad nuclear.																					
Internacional	International	Relativo a las relaciones, acuerdos y esfuerzos entre países para abordar cuestiones de proliferación nuclear y seguridad.	Acuerdo internacional, tratado internacional, control internacional de armas.																					
Ilegal	Illegal	Relativo a actividades que están prohibidas por las leyes nacionales o internacionales, como la fabricación no autorizada de armas nucleares.	Comercio ilegal de armas nucleares, actividades nucleares ilegales, sanciones por actividades ilegales.																					
Peligroso	Dangerous	Relativo a la capacidad de causar daño grave o destrucción masiva, especialmente en el contexto de armas nucleares.	Armas nucleares peligrosas, materiales nucleares peligrosos, conflicto nuclear peligroso.																					
Temeroso	Fearful	Relativo a la sensación de miedo o preocupación sobre las consecuencias de la proliferación nuclear.	Mundo temeroso de la proliferación nuclear, sociedad temerosa, temor nuclear.																					
Proliferar	To proliferate	Aumentar o expandirse, especialmente en el contexto de la proliferación de armas nucleares entre naciones.	Proliferar armas nucleares, proliferar tecnología nuclear, proliferación de misiles nucleares.																					
Desarrollar	To develop	Crear o mejorar algo, en este caso, la capacidad de fabricar armas nucleares o tecnología nuclear.	Desarrollar armas nucleares, desarrollar capacidad nuclear, desarrollar tecnología nuclear.																					
Desarmar	To disarm	Eliminar o reducir las armas nucleares de un país o de una región, como parte de un acuerdo o tratado.	Desarmar arsenales nucleares, desarmar un país, proceso de desarme nuclear.																					
Prevenir	To prevent	Tomar medidas para evitar que algo ocurra, como evitar la proliferación de armas nucleares.	Prevenir la proliferación, prevenir el uso nuclear, medidas para prevenir el terrorismo nuclear.																					
Inspeccionar	To inspect	Revisar y examinar instalaciones o actividades para asegurarse de que cumplan con las regulaciones internacionales, especialmente en el ámbito nuclear.	Inspeccionar instalaciones nucleares, inspección de armas nucleares, inspección de seguridad nuclear.																					
Monitorear	To monitor	Vigilar y observar las actividades nucleares o las pruebas de armas para asegurarse de que no violen acuerdos internacionales.	Monitorear pruebas nucleares, monitoreo de armas nucleares, monitoreo internacional.																					
Negociar	To negotiate	Llegar a acuerdos entre naciones para limitar o eliminar armas nucleares, en el marco de un tratado de no proliferación.	Negociar un tratado de no proliferación, negociar desarme nuclear, negociar acuerdos multilaterales.																					
Ratificar	To ratify	Aprobar oficialmente un tratado o acuerdo, como un tratado de no proliferación nuclear.	Ratificar el Tratado de No Proliferación, ratificar acuerdos internacionales, ratificación de desarme nuclear.																					
Imponer	To impose	Aplicar sanciones o restricciones a países que violen acuerdos de no proliferación nuclear.	Imponer sanciones, imponer restricciones nucleares, imponer medidas punitivas.																					
Firmar	To sign	Acto formal de aprobar un acuerdo, como un tratado de no proliferación nuclear, entre naciones.	Firmar el Tratado de No Proliferación, firmar acuerdos de seguridad nuclear, firmar un tratado internacional.																					
Desmantelar	To dismantle	Eliminar o deshacer las instalaciones y equipos nucleares para cumplir con los acuerdos de desarme.	Desmantelar arsenales nucleares, desmantelar instalaciones de enriquecimiento, desmantelar plantas nucleares.																					
Contener	To contain	Evitar que la proliferación nuclear se expanda o que se difunda fuera de control.	Contener la proliferación nuclear, contener el riesgo																					
El espacio	Space	Región más allá de la atmósfera terrestre, donde operan satélites, estaciones espaciales y naves espaciales.	Exploración del espacio, viajes al espacio, observación del espacio.																					
El satélite	Satellite	Objeto artificial o natural que orbita alrededor de un planeta para recopilar datos o brindar servicios de comunicación.	Satélite artificial, lanzamiento de satélites, órbita de un satélite.																					
La nave espacial	Spacecraft	Vehículo diseñado para operar en el espacio exterior, utilizado en misiones científicas, militares o de exploración.	Nave espacial tripulada, construcción de naves espaciales, misiones de naves espaciales.																					
El cohete	Rocket	Vehículo propulsado por motores de reacción que se utiliza para lanzar naves espaciales y satélites al espacio.	Cohete espacial, lanzamiento de cohetes, desarrollo de cohetes.																					
La estación espacial	Space station	Instalación en órbita que sirve como centro de investigación, observación y vida para los astronautas.	Estación espacial internacional, estación en órbita, vida en la estación espacial.																					
El telescopio espacial	Space telescope	Instrumento colocado en el espacio para observar estrellas, planetas y galaxias con mayor claridad que desde la Tierra.	Telescopio espacial Hubble, observación con telescopios espaciales, imágenes de telescopios espaciales.																					
La órbita	Orbit	Trayectoria curva seguida por un objeto alrededor de un planeta, estrella u otro cuerpo celeste.	Órbita terrestre baja, órbita lunar, estabilización de órbitas.																					
El astronauta	Astronaut	Persona entrenada para viajar y realizar tareas en el espacio exterior.	Astronauta de la NASA, entrenamiento de astronautas, traje de astronauta.																					
El módulo de aterrizaje	Landing module	Vehículo diseñado para descender y aterrizar en la superficie de un cuerpo celeste como la Luna o Marte.	Módulo de aterrizaje lunar, diseño del módulo de aterrizaje, aterrizaje seguro.																					
El rover	Rover	Vehículo robótico diseñado para explorar la superficie de un planeta o luna y realizar investigaciones científicas.	Rover de Marte, exploración con rover, datos del rover.																					
La misión espacial	Space mission	Proyecto científico o tecnológico que implica el lanzamiento de vehículos o equipos al espacio para alcanzar un objetivo específico.	Misión espacial tripulada, misión a Marte, misión científica espacial.																					
La base lunar	Lunar base	Instalación permanente o semipermanente construida en la Luna para investigaciones y exploración.	Base lunar futura, desarrollo de bases lunares, investigaciones en bases lunares.																					
El propulsor	Thruster	Dispositivo utilizado para controlar el movimiento de naves espaciales en el espacio mediante pequeños empujes.	Propulsor de plasma, propulsor de iones, diseño de propulsores.																					
